@id,RLOIid,catchmentName,dateOpened,datumOffset,downstageScale,easting,gridReference,label,lat,long,measures,northing,notation,riverName,stageScale,stationReference,status,town,wiskiID
http://environment.data.gov.uk/flood-monitoring/id/stations/2653,2207,Severn Vale,2007-01-05,,,393651,,Merestones Road,51.88594,-2.093645,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2653-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",220825,2653,Hatherley Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/2653/stageScale,2653,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Cheltenham,2653
http://environment.data.gov.uk/flood-monitoring/id/stations/L2519,8126,Derwent,1998-11-24,,,481664,,Levisham Station,54.308919,-0.746353,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L2519-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",491095,L2519,Pickering Beck,http://environment.data.gov.uk/flood-monitoring/id/stations/L2519/stageScale,L2519,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Newton-On-Rawcliffe,L2519
http://environment.data.gov.uk/flood-monitoring/id/stations/E21449,6162,Upper and Bedford Ouse,1987-09-30,52,,487997,SP 87997 44052,Newport Pagnell Cemetery,52.087826,-0.717093,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E21449-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",244052,E21449,River Great Ouse,http://environment.data.gov.uk/flood-monitoring/id/stations/E21449/stageScale,E21449,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Newport Pagnell,L33640
http://environment.data.gov.uk/flood-monitoring/id/stations/4370TH,7320,London,1984-01-01,,,537230,,Catford Hill,51.441442,-0.026869,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/4370TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",173230,4370TH,River Ravensbourne,http://environment.data.gov.uk/flood-monitoring/id/stations/4370TH/stageScale,4370TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Catford,4370TH
http://environment.data.gov.uk/flood-monitoring/id/stations/E24806,6263,Upper and Bedford Ouse,1999-06-29,71.4,,472900,SP 72900 33100,Bourton Grounds,51.991569,-0.939719,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E24806-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",233100,E24806,Twin,http://environment.data.gov.uk/flood-monitoring/id/stations/E24806/stageScale,E24806,http://environment.data.gov.uk/flood-monitoring/def/core/statusSuspended,Bourton Grounds,L33885
http://environment.data.gov.uk/flood-monitoring/id/stations/E1608,6050,Witham,1984-01-01,4.12,,497100,,Brayford Pool,53.229862,-0.546842,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E1608-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",371300,E1608,River Witham,http://environment.data.gov.uk/flood-monitoring/id/stations/E1608/stageScale,E1608,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Lincoln,L30006
http://environment.data.gov.uk/flood-monitoring/id/stations/1800TH,7084,Vale of White Horse,1983-01-01,,,451700,,Sutton Courtenay,51.647821,-1.254167,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/1800TH-flow--Mean-15_min-m3_s', 'parameter': 'flow', 'parameterName': 'Flow', 'period': 900, 'qualifier': '', 'unitName': 'm3/s'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/1800TH-flow--i-15_min-m3_s', 'parameter': 'flow', 'parameterName': 'Flow', 'period': 900, 'qualifier': '', 'unitName': 'm3/s'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/1800TH-flow-water-i-15_min-m3_s', 'parameter': 'flow', 'parameterName': 'Flow', 'period': 900, 'qualifier': 'Water', 'unitName': 'm3/s'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/1800TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",194600,1800TH,River Thames,http://environment.data.gov.uk/flood-monitoring/id/stations/1800TH/stageScale,1800TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Culham,1800TH
http://environment.data.gov.uk/flood-monitoring/id/stations/2616,2081,Severn Vale,2002-11-01,,,385084,,Kempsey Yacht Club,52.158602,-2.219449,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2616-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",251171,2616,River Severn,http://environment.data.gov.uk/flood-monitoring/id/stations/2616/stageScale,2616,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Callow End,2616
http://environment.data.gov.uk/flood-monitoring/id/stations/E5852,1126,Rother,1967-01-01,2.225,,577255,,Udiam,50.991816,0.524378,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E5852-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",124413,E5852,River Rother,http://environment.data.gov.uk/flood-monitoring/id/stations/E5852/stageScale,E5852,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Bodiam,556505001
http://environment.data.gov.uk/flood-monitoring/id/stations/713056,5099,Ribble Douglas and Crossens,1978-01-01,,,370250,,New Jumbles Rock,53.833695,-2.453518,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/713056-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",437590,713056,River Ribble,http://environment.data.gov.uk/flood-monitoring/id/stations/713056/stageScale,713056,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Hurst Green,713056
http://environment.data.gov.uk/flood-monitoring/id/stations/5369TH,7372,Lower Lee,1984-01-01,,,534050,TQ3405092540,"Edmonton, Silver Street",51.615727,-0.065253,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/5369TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",192540,5369TH,Pymmes Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/5369TH/stageScale,5369TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Edmonton,5369TH
http://environment.data.gov.uk/flood-monitoring/id/stations/690205,5013,Northern Manchester,1976-01-01,,,380690,,Blackford Bridge,53.5659,-2.293017,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/690205-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",407740,690205,River Roch,http://environment.data.gov.uk/flood-monitoring/id/stations/690205/stageScale,690205,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Hollins,690205
http://environment.data.gov.uk/flood-monitoring/id/stations/E2815,6053,Witham,1989-01-01,,,492900,,Brant Broughton,53.080542,-0.614579,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E2815-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E2815-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",354600,E2815,River Brant,http://environment.data.gov.uk/flood-monitoring/id/stations/E2815/stageScale,E2815,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Brant Broughton,030033
http://environment.data.gov.uk/flood-monitoring/id/stations/L2013,8278,"Swale, Ure, Nidd and Upper Ouse",1998-04-15,,,453228,,Bolton Percy,53.863248,-1.192116,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L2013-level-stage-i-15_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mAOD'}]",441085,L2013,River Wharfe,http://environment.data.gov.uk/flood-monitoring/id/stations/L2013/stageScale,L2013,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Bolton Percy,L2013
http://environment.data.gov.uk/flood-monitoring/id/stations/E8221,1107,Ouse,1992-07-20,,,542900,,Goldbridge,50.975187,0.034071,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E8221-level-stage-i-15_min----', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': '---'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E8221-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",121500,E8221,River Ouse,http://environment.data.gov.uk/flood-monitoring/id/stations/E8221/stageScale,E8221,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Newick,352810006
http://environment.data.gov.uk/flood-monitoring/id/stations/713019,5122,Ribble Douglas and Crossens,1975-01-01,,,358920,,Samlesbury,53.76911,-2.624715,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/713019-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",430490,713019,River Ribble,http://environment.data.gov.uk/flood-monitoring/id/stations/713019/stageScale,713019,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Samlesbury,713019
http://environment.data.gov.uk/flood-monitoring/id/stations/2859TH,7190,Colne (Upper),1985-01-01,,http://environment.data.gov.uk/flood-monitoring/id/stations/2859TH/downstageScale,506573,TQ0657394809,Rickmansworth,51.641989,-0.46125,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2859TH-level-downstage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Downstream Stage', 'unitName': 'mASD'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2859TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",194809,2859TH,River Chess,http://environment.data.gov.uk/flood-monitoring/id/stations/2859TH/stageScale,2859TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Rickmansworth,2859TH
http://environment.data.gov.uk/flood-monitoring/id/stations/724735,5080,Lune and Wyre,1992-01-01,,,346280,,Lancaster Quay,54.051851,-2.822021,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/724735-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",462080,724735,River Lune,http://environment.data.gov.uk/flood-monitoring/id/stations/724735/stageScale,724735,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Lancaster,724735
http://environment.data.gov.uk/flood-monitoring/id/stations/E24064,6217,Broadland Rivers,1992-01-01,,,641370,TG 41368 17539,Repps,52.70167,1.571118,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E24064-level-tidal_level-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Tidal Level', 'unitName': 'm'}]",317540,E24064,River Thurne,http://environment.data.gov.uk/flood-monitoring/id/stations/E24064/stageScale,E24064,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Repps,T341003
http://environment.data.gov.uk/flood-monitoring/id/stations/2889TH,7183,Pinn,1984-01-01,,,506140,TQ0614082742,Uxbridge,51.533611,-0.47115,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2889TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",182742,2889TH,River Pinn,http://environment.data.gov.uk/flood-monitoring/id/stations/2889TH/stageScale,2889TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Cowley,2889TH
http://environment.data.gov.uk/flood-monitoring/id/stations/50133,3112,Taw and North Devon Streams,1997-01-01,,,269320,,Newtown Bridge,51.076717,-3.866807,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/50133-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",132480,50133,River Bray,http://environment.data.gov.uk/flood-monitoring/id/stations/50133/stageScale,50133,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Charles,S50439_FW
http://environment.data.gov.uk/flood-monitoring/id/stations/3823TH,7284,Brent (Brooks),1999-01-01,,,516908,TQ1690891537,"Stanmore, Wolverton Road",51.610531,-0.313052,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/3823TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",191537,3823TH,Edgware Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/3823TH/stageScale,3823TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Stanmore,3823TH
http://environment.data.gov.uk/flood-monitoring/id/stations/4163,2231,Lower Trent and Erewash,2001-06-14,,,456240,SK5624043540,Day Brook,52.986245,-1.163701,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/4163-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/4163-rainfall-tipping_bucket_raingauge-t-15_min-mm', 'parameter': 'rainfall', 'parameterName': 'Rainfall', 'period': 900, 'qualifier': 'Tipping Bucket Raingauge', 'unitName': 'mm'}]",343540,4163,Day Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/4163/stageScale,4163,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Nottingham,4163
http://environment.data.gov.uk/flood-monitoring/id/stations/53133,3037,Bristol Avon Little Avon Axe and North Somerset St,1993-10-01,5.87,,361543,,Netham Weir,51.451028,-2.55481,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/53133-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",172596,53133,River Avon,http://environment.data.gov.uk/flood-monitoring/id/stations/53133/stageScale,53133,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Bristol,530195_FW
http://environment.data.gov.uk/flood-monitoring/id/stations/E22744,6139,Essex,1979-10-02,,,585516,TL 85515 29792,Earls Colne,51.935709,0.697218,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E22744-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",229793,E22744,River Colne,http://environment.data.gov.uk/flood-monitoring/id/stations/E22744/stageScale,E22744,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Colne Engaine,037024
http://environment.data.gov.uk/flood-monitoring/id/stations/44202,3280,"Frome, Piddle, Poole Harbour and Purbeck",1992-01-01,,,392400,,Wareham,50.683502,-2.108932,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/44202-level-tidal_level-i-15_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Tidal Level', 'unitName': 'mAOD'}]",87100,44202,Dorset Coast,http://environment.data.gov.uk/flood-monitoring/id/stations/44202/stageScale,44202,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Wareham,FWWA01_FW
http://environment.data.gov.uk/flood-monitoring/id/stations/694041,5085,Lower Mersey,2005-10-11,,,358571,,Liverpool Road,53.38377,-2.624305,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/694041-level-stage-i-15_min----', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': '---'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/694041-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",387619,694041,Sankey Brook,http://environment.data.gov.uk/flood-monitoring/id/stations/694041/stageScale,694041,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Sankey,694041
http://environment.data.gov.uk/flood-monitoring/id/stations/4126,2217,Lower Trent and Erewash,2000-10-01,,,456100,SK56103670,Clifton Bridge,52.92478,-1.166968,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/4126-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",336700,4126,River Trent,http://environment.data.gov.uk/flood-monitoring/id/stations/4126/stageScale,4126,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,West Bridgford,4126
http://environment.data.gov.uk/flood-monitoring/id/stations/2097,2049,Warwickshire Avon,2000-06-02,,,395170,,Pershore,52.10744,-2.07193,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2097-level-downstage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Downstream Stage', 'unitName': 'mASD'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2097-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",245460,2097,River Avon,http://environment.data.gov.uk/flood-monitoring/id/stations/2097/stageScale,2097,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Pershore,2097
http://environment.data.gov.uk/flood-monitoring/id/stations/43120,3318,Hampshire Avon,1996-03-14,,,416100,,Nunton Bridge,51.036427,-1.771751,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/43120-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",126366,43120,River Ebble,http://environment.data.gov.uk/flood-monitoring/id/stations/43120/stageScale,43120,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Nunton,432520
http://environment.data.gov.uk/flood-monitoring/id/stations/48173,3339,West Cornwall,1994-01-10,,,139899,SW3990023058,Penberth,50.050669,-5.634771,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/48173-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",23058,48173,Penberth Stream,http://environment.data.gov.uk/flood-monitoring/id/stations/48173/stageScale,48173,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Penberth,SW42F895
http://environment.data.gov.uk/flood-monitoring/id/stations/022016,8154,Northumberland Rivers,2001-01-01,,,406900,,Nunnykirk,55.232946,-1.893044,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/022016-level-stage-i-15_min----', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': '---'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/022016-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",593200,022016,River Font,http://environment.data.gov.uk/flood-monitoring/id/stations/022016/stageScale,022016,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Nunnykirk,022016
http://environment.data.gov.uk/flood-monitoring/id/stations/46120,3217,Teign Torbay and South Hams,2000-01-01,35.46,,277692,,Palmers Dam,50.390648,-3.72194,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/46120-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",55947,46120,River Harbourne,http://environment.data.gov.uk/flood-monitoring/id/stations/46120/stageScale,46120,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Harbertonford,SX75F005
http://environment.data.gov.uk/flood-monitoring/id/stations/E2296,6025,Welland,1976-09-03,0.02,,481900,,Ashley,52.515233,-0.794532,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E2296-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",291500,E2296,River Welland,http://environment.data.gov.uk/flood-monitoring/id/stations/E2296/stageScale,E2296,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Drayton,031021
http://environment.data.gov.uk/flood-monitoring/id/stations/L2361,8284,"Swale, Ure, Nidd and Upper Ouse",2005-10-13,,,423929,,Catterick Village,54.374943,-1.633138,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L2361-level-stage-i-15_min----', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': '---'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L2361-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",497779,L2361,Brough Beck,http://environment.data.gov.uk/flood-monitoring/id/stations/L2361/stageScale,L2361,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Catterick Village,L2361
http://environment.data.gov.uk/flood-monitoring/id/stations/45136,3245,Exe,1997-01-01,,,283320,,Upton Hellions,50.820959,-3.65782,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/45136-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",103690,45136,River Creedy,http://environment.data.gov.uk/flood-monitoring/id/stations/45136/stageScale,45136,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Upton Hellions,S45421_FW
http://environment.data.gov.uk/flood-monitoring/id/stations/49120,3142,"Seaton, Looe and Fowey",1969-05-01,,,222751,,Trekeivesteps,50.501243,-4.500737,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/49120-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",69815,49120,River Fowey,http://environment.data.gov.uk/flood-monitoring/id/stations/49120/stageScale,49120,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Common Moor,SX26F065
http://environment.data.gov.uk/flood-monitoring/id/stations/L0902,8246,Don and Rother,1990-11-20,,,466758,SE6675818735,Went Outfall,53.660847,-0.99124,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L0902-level-stage-i-15_min----', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': '---'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/L0902-level-stage-i-15_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mAOD'}]",418736,L0902,River Went,http://environment.data.gov.uk/flood-monitoring/id/stations/L0902/stageScale,L0902,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Went Green,L0902
http://environment.data.gov.uk/flood-monitoring/id/stations/0007,7391,London,1988-01-01,,,533437,,Tower Pier,51.506753,-0.078706,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/0007-level-tidal_level-i-15_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Tidal Level', 'unitName': 'mAOD'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/0007-level-tidal_level-i-1_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 60, 'qualifier': 'Tidal Level', 'unitName': 'mAOD'}]",180397,0007,Thames Tideway,http://environment.data.gov.uk/flood-monitoring/id/stations/0007/stageScale,0007,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Tower Pier,4270TH
http://environment.data.gov.uk/flood-monitoring/id/stations/E14993,1018,Isle of Wight,2000-01-01,,,463100,,Bembridge,50.693632,-1.107996,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E14993-level-tidal_level-i-15_min-mAOD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Tidal Level', 'unitName': 'mAOD'}]",88600,E14993,Eastern Yar,http://environment.data.gov.uk/flood-monitoring/id/stations/E14993/stageScale,E14993,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,St Helens,50101021
http://environment.data.gov.uk/flood-monitoring/id/stations/4710,2212,Idle and Torne,2003-01-07,,,453690,SK53696035,Field Mill,53.137597,-1.198884,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/4710-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",360350,4710,River Maun,http://environment.data.gov.uk/flood-monitoring/id/stations/4710/stageScale,4710,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Mansfield,4710
http://environment.data.gov.uk/flood-monitoring/id/stations/2604TH,7165,Thames from Hurley to Teddington,2002-01-01,,,490140,,Maidenhead,51.524146,-0.702103,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2604TH-flow--i-15_min-m3_s', 'parameter': 'flow', 'parameterName': 'Flow', 'period': 900, 'qualifier': '', 'unitName': 'm3/s'}, {'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/2604TH-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",181380,2604TH,River Thames,http://environment.data.gov.uk/flood-monitoring/id/stations/2604TH/stageScale,2604TH,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Taplow,2604TH
http://environment.data.gov.uk/flood-monitoring/id/stations/E4413,6227,Witham,1997-01-01,1.25,,524633,,New York,53.081293,-0.140778,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/E4413-level-stage-i-15_min-mASD', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'mASD'}]",355402,E4413,West Fen Catchwater Drain,http://environment.data.gov.uk/flood-monitoring/id/stations/E4413/stageScale,E4413,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,New York,L30027
http://environment.data.gov.uk/flood-monitoring/id/stations/45224,3227,"Otter, Sid, Axe and Lim",1997-01-01,,,337536,,Winsham,50.850029,-2.888672,"[{'@id': 'http://environment.data.gov.uk/flood-monitoring/id/measures/45224-level-stage-i-15_min-m', 'parameter': 'level', 'parameterName': 'Water Level', 'period': 900, 'qualifier': 'Stage', 'unitName': 'm'}]",105989,45224,River Axe,http://environment.data.gov.uk/flood-monitoring/id/stations/45224/stageScale,45224,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,Winsham,S45401_FW
