station_id,label,river_name,town,lat,long,status,last_updated
531158,St Johns Weir,Sherston Avon,Malmesbury,51.580872,-2.094819,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089449
E1187,Kirkby On Bain,River Bain,Kirkby On Bain,53.144196,-0.140051,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089450
2195,Sharpness,River Severn,Newtown,51.717437,-2.482837,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089451
713205,Hardman Way,River Darwen,Darwen,53.69442,-2.466407,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089452
L0504,Wharncliffe Side,River Don,Sheffield,53.445208,-1.549184,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089453
E21227,Lamarsh,River Stour,Lamarsh,51.987468,0.752212,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089454
52112,Ilchester,River Yeo,Ilchester,51.003358,-2.683234,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089455
45234,East Budleigh Hayes Lane,Budleigh Brook,East Budleigh,50.656145,-3.324921,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089456
L17013,Gipton South Parkway,Wyke Beck,Leeds,53.812894,-1.481054,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089457
2654,Cox's Flume,River Chelt,Cheltenham,51.889602,-2.062354,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089458
3089TH,Brooklands,River Wey,Byfleet,51.346115,-0.465049,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089459
3609TH,"Harrow, Village Way",Yeading Brook,North Harrow,51.57755,-0.380271,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089460
F1403,Keighley,River Worth,Keighley,53.864265,-1.904159,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089461
E24807,Reedham,River Yare,Reedham,52.559314,1.570041,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089462
2023,Offenham,Badsey Brook,Aldington,52.100775,-1.910164,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089463
2617,Chalford,River Frome (Severn),Stroud,51.723887,-2.130978,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089464
F2708,West Ayton,River Derwent,East Ayton,54.251128,-0.484316,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089465
44115,Charmouth,River Char,Charmouth,50.739791,-2.891657,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089466
690206,Littleborough,River Roch,Littleborough,53.645347,-2.092047,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089467
2841TH,"Hemel Hempstead, Bury Mill",River Gade,Hemel Hempstead,51.757619,-0.475391,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089468
47115,Polson Bridge,River Tamar,Liftondown,50.640271,-4.330759,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089469
4039,Calthorpe Park,River Rea,Edgbaston,52.460104,-1.897221,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089470
E1140,Penshurst,Eden Tributary  Medway,Penshurst,51.172608,0.173074,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089471
E61101,St Neots,River Great Ouse,St Neots,52.242947,-0.263656,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089472
3020TH,Farnham,River Wey,Farnham,51.209424,-0.803594,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089473
768010,Thacka Beck Reservoir,Thacka Beck,"Townhead, Penrith",54.668303,-2.76746,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089474
50134,Norley Bridge,River North Lew,Northlew,50.779388,-4.127794,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089475
4164,Ordsall,River Idle,Ordsall,53.308371,-0.942655,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089477
E1363,Bedford Road Sluice,River Nene,Great Houghton,52.229163,-0.868182,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089478
53134,Frenchay,Bristol Frome,Hambrook,51.492586,-2.523813,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089479
F2202,Westwick Weir,River Ure,Skelton On Ure,54.098062,-1.457119,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089480
2705,Church Stretton,Ash Brook,Church Stretton,52.5405,-2.801605,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089481
694042,Higham Avenue,Sankey Brook,Dallam,53.407175,-2.608928,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089482
L2401A,Selby Westmill,River Ouse,Selby,53.786072,-1.066528,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089483
2098,Upper Pound,River Avon,Tewkesbury,51.998663,-2.155508,http://environment.data.gov.uk/flood-monitoring/def/core/statusSuspended,2025-10-02 19:00:13.089484
023001,Bywell,River Tyne,Bywell,54.94992,-1.940633,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089485
43121,Woodyates,Groundwater Level,Woodyates,50.974908,-1.978577,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089486
48174,PORTREATH,,,50.26009,-5.279378,,2025-10-02 19:00:13.089487
022017,Morpeth,River Wansbeck,Morpeth,55.167634,-1.6945,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089488
E22374,Isleham,River Lark,Isleham,52.357278,0.418569,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089489
46121,Teignmouth,Tide,Teignmouth,50.544315,-3.499054,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089490
L0407,Dore Twenty Well Lane,River Sheaf,Dore,53.326618,-1.516187,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089491
2830,Hayes Basin,Field Drain,Alberbury,52.735118,-2.960681,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089492
49121,Trengoffe,Warleggan River,Mount,50.477206,-4.595304,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089493
45137,Yeoford,River Yeo,Yeoford,50.775566,-3.718339,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089494
L0903,Fishlake,River Don,Fishlake,53.61394,-0.990666,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089495
4192TH,Summerstown,River Wandle,Merton,51.428571,-0.187677,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089496
48137,Bissoe,Carnon River,Bissoe,50.229401,-5.120933,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089497
E60701,Stony Stratford,River Great Ouse,Stony Stratford,52.053714,-0.855119,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089498
4314TH,Magpie Hall Lane,River Ravensbourne,Hayes,51.385199,0.047688,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089499
L2325,Brompton,Brompton Beck,Brompton,54.363181,-1.418526,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089500
680504,Ashbrook,River Weaver,Wimboldsley Green,53.165868,-2.494907,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089501
F1306,Dewsbury,River Calder,Dewsbury,53.688481,-1.634418,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089502
E9740,Littlehampton,River Arun,Littlehampton,50.806886,-0.543902,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089503
2195TH,Sulham,Sulham Brook,Sulham,51.462237,-1.077263,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089505
E2125,Lilford,River Nene,Pilton,52.442977,-0.492641,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089506
L1206,Hebden Bridge,River Calder,Hebden Bridge,53.741165,-2.027245,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089507
E24835,Brundall,River Yare,Surlingham,52.612266,1.434411,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089508
E13281,Millbrook,Tanners Brook,Millbrook,50.919652,-1.447963,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089509
5039TH,Little Hadham,River Ash,Little Hadham,51.884165,0.09127,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089510
024023,Oakley Cross Beck,Oakley Cross Beck,West Auckland,54.62791,-1.7258,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089511
1102TH,Pinkhill Lock,River Thames,Farmoor,51.761748,-1.362413,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089512
023039,Hexham Tanners Row upstream,Cockshaw Burn,Hexham,54.973701,-2.105879,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089513
43159,Salisbury Bourne,River Bourne,Salisbury,51.062826,-1.779755,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089514
4067,Church Wilne,River Derwent,Shardlow,52.880685,-1.346428,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089515
46159,Union Bridge,River Lemon,Newton Abbot,50.529998,-3.614031,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089516
E1502,Market Rasen,River Rase,Market Rasen,53.38885,-0.330909,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089517
2490TH,Twyford,River Loddon,Charvil,51.484806,-0.880942,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089518
44106,Portland,Dorset Coast,Portland,50.569876,-2.441027,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089519
700295,Red Rock,River Douglas,Red Rock,53.583885,-2.637387,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089520
4192,Melton Park,River Wreake,Melton Mowbray,52.762225,-0.889833,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089521
L2005,Collingham,River Wharfe,Collingham,53.912329,-1.418426,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089522
692115,High Street West,Glossop Brook,Glossop,53.445001,-1.964573,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089523
E21195,Melford,River Thet,Thetford,52.412682,0.762195,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089524
768001,"White House Gardens, Penrith",Thacka Beck,"White House Gardens, Penrith",54.661143,-2.747001,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089525
50125,Chulmleigh,Little Dart River,Chulmleigh,50.907767,-3.863651,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089526
E72039,Weymouth,Tide,Weymouth,50.608501,-2.447945,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089527
E72024,Weymouth,,,50.6085,-2.44794,,2025-10-02 19:00:13.089528
4155,Colston Bassett,River Smite,Colston Bassett,52.896019,-0.962231,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089529
L3806,Stokesley Upstream,River Leven,Stokesley,54.473986,-1.173419,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089530
2102,Minsterworth,River Severn,Minsterworth,51.850206,-2.336612,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089531
53125,Compton Dando,River Chew,Compton Dando,51.380436,-2.506812,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089532
E2900-anglian,Bargate Weir,River Witham,Boultham,53.213742,-0.55188,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089533
4118,Perlethorpe,River Meden,Perlethorpe,53.233981,-1.032134,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089534
43112,Norton Bavant,River Wylye,Norton Bavant,51.1839,-2.132143,http://environment.data.gov.uk/flood-monitoring/def/core/statusClosed,2025-10-02 19:00:13.089535
E15250,Hawley,River Darent,Hawley,51.423959,0.230865,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089536
2486TH,Wokingham,Emm Brook,Wokingham,51.40345,-0.836924,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089537
45128,Trews Weir,River Exe,Exeter,50.716251,-3.527368,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089538
48128,Truro,River Kenwyn,Truro,50.264906,-5.060481,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089540
L1605,Saltaire,River Aire,Saltaire,53.840066,-1.789021,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089541
E1442,South Ferriby,Tide,Ferriby Sluice,53.677267,-0.525433,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089542
E41137,Great Yarmouth,Norfolk Coast,Great Yarmouth,52.571947,1.738433,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089543
E8190,Buxted,River Uck,Buxted,50.989456,0.127659,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089544
F3707,Bradbury,River Skerne,Bradbury,54.650589,-1.508677,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089545
2698TH,Romney Lock,River Thames,Eton,51.491873,-0.604104,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089546
52229,Cheddar Gorge,Cheddar Yeo,Cheddar Gorge,51.282166,-2.768948,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089547
E71639,Dover,Tide,Dover,51.114372,1.322641,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089548
E71624,Dover,,,51.11439,1.32267,,2025-10-02 19:00:13.089549
E24367,Offord,River Great Ouse,Offord Cluny,52.27627,-0.223832,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089550
700309,Appley Bridge,River Douglas,Appley Bridge,53.577223,-2.72144,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089551
2420_w1TH,Sheepbridge Weir Mill Stream,River Loddon,Swallowfield,51.381826,-0.966655,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089552
1453TH,Heyford Bridge,River Cherwell,Steeple Aston,51.920573,-1.306366,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089553
750604,Thirlmere Reservoir (Spillway level = 16.55m),Thirlmere Reservoir,Thirlmere Reservoir,54.561659,-3.068796,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089554
1483TH,Lower Arncott,River Ray,Lower Arncott,51.861059,-1.119228,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089555
E4405,Cranwell Line Sluice,River Slea,Sleaford,53.00001,-0.427906,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089556
45216,Sidmouth,River Sid,Sidmouth,50.682142,-3.235982,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089557
47171,Launceston,River Kensey,Launceston,50.641712,-4.362839,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089558
024014,Copley,River Gaunless,Copley,54.62006,-1.868327,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089559
E1530,Summerford Bridge,River Medway,Withyham,51.107299,0.139866,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089560
L2404,York Foss Barrier,River Ouse,York,53.952302,-1.078455,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089561
2201TH,Caversham Lock,River Thames,Reading,51.460811,-0.963635,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089562
E42196,Southwold,Tide,Southwold,52.315823,1.670054,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089563
4058,Ashbourne,Henmore Brook,Ashbourne,53.013888,-1.738962,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089564
2005,Montford,River Severn,Montford,52.724474,-2.872198,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089565
L1322,Wakefield Oakenshaw,Oakenshaw Beck,Wakefield,53.668661,-1.472656,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089566
E8241,ARDINGLY SHELLBROOK GS,,,51.041711,-0.097823,,2025-10-02 19:00:13.089567
F1608,Bingley,River Aire,Catcliffe Drain,53.85124,-1.842838,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089568
E73439-anglian,Heysham,Tide,Heysham,54.031798,-2.920253,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089570
E73424,Heysham,,,54.03183,-2.92025,,2025-10-02 19:00:13.089571
690350,Chestnut Road,Worsley Brook,Alder Forest,53.494067,-2.375559,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089572
50153,Mole Mills,River Mole,South Molton,51.016893,-3.822486,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089573
1502TH,Sandford-on-Thames,River Thames,Sandford-on-Thames,51.708312,-1.232825,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089574
2228,Sutton Bridge,Kyre Brook,Tenbury,52.298087,-2.55805,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089575
E22008,Stone Road Farm,River Tud,Clint Green,52.669401,0.995655,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089576
L1545,Earby New Cut,Earby Beck,Earby,53.914547,-2.144584,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089577
E22885,Writtle,River Wid,Widford,51.727462,0.441028,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089578
53153,Rodbourne,Gauze Brook,Rodbourne,51.554844,-2.092255,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089579
E22504,Kedington,River Stour,Sturmer,52.077093,0.491629,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089580
5522TH,Romford,River Rom,Romford,51.583879,0.172001,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089581
E4976,Revesby,West Fen Catchwater Drain,Revesby,53.125717,-0.052667,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089582
50116,Torrington,River Torridge,Great Torrington,50.946265,-4.137186,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089583
L3203,Hull Barrier Victoria Pier,River Hull,Kingston Upon Hull,53.739883,-0.330677,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089584
4146,Pinxton,River Erewash,Pinxton,53.0832,-1.32769,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089585
2890TH,"Uxbridge, Philpots Bridge",River Pinn,Yiewsley,51.517498,-0.476763,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089586
E22727,Poole Street,River Colne,Castle Hedingham,51.997863,0.578311,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089587
2989TH,Addlestone,Addlestone Bourne,Addlestone,51.374167,-0.478479,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089588
E14530,Meerut Road,Lymington,Balmerlawn,50.824241,-1.576864,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089589
F1102,Colne Bridge,River Colne,Huddersfield,53.67527,-1.738074,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089590
E3003,Kates Bridge,River Glen,Baston,52.720446,-0.363945,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089591
4011,Matlock,River Derwent,Matlock Bath,53.124099,-1.557929,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089592
45119,Woodmill,River Culm,Cullompton,50.8432,-3.392156,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089593
E4804,Hobhole Sluice,Tide,Fishtoft,52.939133,0.029724,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089594
067624_TG_126,Farndon,River Dee,Farndon,53.08308,-2.879119,http://environment.data.gov.uk/flood-monitoring/def/core/statusukcmf,2025-10-02 19:00:13.089595
712170,Carry Bridge,Colne Water,Colne,53.854769,-2.158987,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089596
L2307,Richmond Lownthwaite Bridge,River Swale,Hudswell,54.401122,-1.776606,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089597
L2803,Bubwith Bridge,River Derwent,Bubwith,53.819066,-0.927565,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089598
2886TH,"Pinner, Moss Close",River Pinn,Pinner,51.598796,-0.376829,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089599
3369TH,Worcester Road,Hogsmill River,Tolworth,51.375687,-0.264339,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089600
3820TH,Brent Cross,River Brent,Golders Green,51.577539,-0.217549,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089601
3850TH,"Brent, Monks Park",River Brent,Willesden,51.551558,-0.267837,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089602
E1656,Cowbridge,Maud Foster/Stonebridge Drain,Cowbridge,53.007414,-0.020733,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089603
L1721,Allerton Ings,Aire Washlands,Leeds,53.740078,-1.366226,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089604
3880TH,Hanwell,River Brent,Norwood Green,51.508638,-0.342569,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089605
023058,Hindley Wrae Ford,River West Allen,Allendale Town,54.918811,-2.328264,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089606
4086,South Wigston,River Sence,South Wigston,52.573856,-1.13453,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089607
737536,Brown Howe,Coniston Water,Coniston,54.307391,-3.091306,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089608
024005,Burn Hall,River Browney,Sunderland Bridge,54.742586,-1.59921,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089609
E1521,Duston Mill,River Nene,Duston,52.227978,-0.934098,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089610
47125,Puslinch,River Yealm,Yealmpton,50.34269,-4.005399,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089611
4049,Worksop,River Ryton,Worksop,53.309224,-1.138194,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089612
E26141,Bromham,River Great Ouse,Bromham,52.145941,-0.521734,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089614
694460,Winster Drive,Netherley Brook,Netherley,53.384181,-2.825909,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089615
E21325,Olney,River Great Ouse,Olney,52.147499,-0.708027,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089616
L3602,Yarm,River Tees,Yarm,54.512373,-1.355879,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089617
L1907,Kettlewell,River Wharfe,Kettlewell,54.143807,-2.050474,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089618
712221,Dryden Street,Shaw Brook Tributary,Padiham,53.794282,-2.306373,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089619
L2024,Cock Beck Sluices,River Wharfe,Tadcaster,53.874564,-1.253163,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089620
5141TH,"Bishops Stortford, Grange Paddocks",River Stort,Bishop's Stortford,51.878177,0.160906,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089621
4174,Freemans Weir,River Soar,Aylestone,52.619792,-1.146475,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089622
5171TH,Harlow Mill,River Stort,Harlow,51.795404,0.134177,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089623
L3491,Brough,Brough Clough,Brough,53.727084,-0.585836,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089624
2601TH,Cookham Lock,River Thames,Cookham,51.560993,-0.694635,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089625
E23327,Wells,North Norfolk Coast,Wells-Next-The-Sea,52.958281,0.849573,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089626
1303TH,Osney Lock,River Thames,Botley,51.74909,-1.272781,http://environment.data.gov.uk/flood-monitoring/def/core/statusActive,2025-10-02 19:00:13.089627
